0f40c3f441397e7d9264eada0b62e9c96c8abeef03f44e9127e4362597533b46
0	0	-3	2	2	4	Titan_Temple_Talus_Body_Basalt_0000
-1	0	-2	1	2	4	Titan_Temple_Talus_Body_Basalt_0001
2	0	-2	1	2	4	Titan_Temple_Talus_Body_Basalt_0002
0	0	1	2	2	3	Titan_Temple_Talus_Body_Basalt_0003
-1	0	2	1	2	1	Titan_Temple_Talus_Body_Basalt_0004
2	0	2	1	2	1	Titan_Temple_Talus_Body_Basalt_0005
0	1	-4	2	1	1	Titan_Temple_Talus_Body_Basalt_0006
0	1	4	2	1	1	Titan_Temple_Talus_Body_Basalt_0007
0	2	-3	2	1	2	Titan_Temple_Talus_Body_Basalt_0008
-1	2	-2	1	1	4	Titan_Temple_Talus_Body_Basalt_0009
2	2	-2	1	1	4	Titan_Temple_Talus_Body_Basalt_0010
0	2	-1	2	1	3	Titan_Temple_Talus_Body_Basalt_0011
-1	2	2	2	1	2	Titan_Temple_Talus_Body_Basalt_0012
2	2	2	1	1	2	Titan_Temple_Talus_Body_Basalt_0013
1	2	3	1	1	2	Titan_Temple_Talus_Body_Basalt_0014
0	3	-1	2	1	3	Titan_Temple_Talus_Body_Basalt_0015
