dd45b31b0b91705a4a3f590fdb4d47e4f6a3115ed36f9a15eb3756c480bda42d
-1	1	-4	3	1	4	Titan_Temple_Yaga_Baba_0000
-2	1	-3	1	1	4	Titan_Temple_Yaga_Baba_0001
2	1	-3	1	1	4	Titan_Temple_Yaga_Baba_0002
-3	1	-2	1	1	4	Titan_Temple_Yaga_Baba_0003
3	1	-2	1	1	4	Titan_Temple_Yaga_Baba_0004
-4	1	0	1	1	2	Titan_Temple_Yaga_Baba_0005
-1	1	0	3	1	4	Titan_Temple_Yaga_Baba_0006
4	1	0	1	1	2	Titan_Temple_Yaga_Baba_0007
-2	1	1	1	1	3	Titan_Temple_Yaga_Baba_0008
2	1	1	1	1	3	Titan_Temple_Yaga_Baba_0009
-1	1	4	3	1	1	Titan_Temple_Yaga_Baba_0010
-2	2	-5	4	1	1	Titan_Temple_Yaga_Baba_0011
2	2	-5	1	1	2	Titan_Temple_Yaga_Baba_0012
-3	2	-4	2	1	1	Titan_Temple_Yaga_Baba_0013
3	2	-4	1	1	2	Titan_Temple_Yaga_Baba_0014
-4	2	-3	2	1	1	Titan_Temple_Yaga_Baba_0015
4	2	-3	1	1	2	Titan_Temple_Yaga_Baba_0016
-5	2	-2	2	1	1	Titan_Temple_Yaga_Baba_0017
5	2	-2	1	1	4	Titan_Temple_Yaga_Baba_0018
-5	2	-1	1	1	4	Titan_Temple_Yaga_Baba_0019
-4	2	3	2	1	1	Titan_Temple_Yaga_Baba_0020
3	2	3	2	1	1	Titan_Temple_Yaga_Baba_0021
-3	2	4	2	1	1	Titan_Temple_Yaga_Baba_0022
2	2	4	2	1	1	Titan_Temple_Yaga_Baba_0023
-2	2	5	4	1	1	Titan_Temple_Yaga_Baba_0024
-2	3	-6	4	2	1	Titan_Temple_Yaga_Baba_0025
2	3	-6	1	2	1	Titan_Temple_Yaga_Baba_0026
-4	3	-5	2	2	1	Titan_Temple_Yaga_Baba_0027
3	3	-5	2	2	1	Titan_Temple_Yaga_Baba_0028
-5	3	-4	2	2	1	Titan_Temple_Yaga_Baba_0029
4	3	-4	2	2	1	Titan_Temple_Yaga_Baba_0030
-5	3	-3	1	2	1	Titan_Temple_Yaga_Baba_0031
