840dff99a025a255aec36c3aeddfd074118c31a8aaef4ba2902caf5afbb137d7
-1	5	-3	4	4	4	Titan_Temple_Calf_0000
-2	5	-2	1	4	4	Titan_Temple_Calf_0001
3	5	-2	1	4	4	Titan_Temple_Calf_0002
-3	5	-1	1	4	4	Titan_Temple_Calf_0003
4	5	-1	1	4	4	Titan_Temple_Calf_0004
-1	5	1	4	4	4	Titan_Temple_Calf_0005
-2	5	2	1	4	2	Titan_Temple_Calf_0006
3	5	2	1	4	2	Titan_Temple_Calf_0007
-1	9	-3	4	3	4	Titan_Temple_Calf_0008
-2	9	-2	1	4	4	Titan_Temple_Calf_0009
3	9	-2	1	4	4	Titan_Temple_Calf_0010
-3	9	-1	1	3	4	Titan_Temple_Calf_0011
4	9	-1	1	3	4	Titan_Temple_Calf_0012
-1	9	1	4	3	4	Titan_Temple_Calf_0013
-2	9	2	1	4	2	Titan_Temple_Calf_0014
3	9	2	1	4	2	Titan_Temple_Calf_0015
0	12	-3	2	3	4	Titan_Temple_Calf_0016
-1	12	-2	1	3	4	Titan_Temple_Calf_0017
2	12	-2	1	3	4	Titan_Temple_Calf_0018
-3	12	0	1	3	2	Titan_Temple_Calf_0019
4	12	0	1	3	2	Titan_Temple_Calf_0020
0	12	1	2	3	4	Titan_Temple_Calf_0021
-1	12	2	1	3	2	Titan_Temple_Calf_0022
2	12	2	1	3	2	Titan_Temple_Calf_0023
-2	13	-2	1	2	4	Titan_Temple_Calf_0024
3	13	-2	1	2	4	Titan_Temple_Calf_0025
-2	13	2	1	2	2	Titan_Temple_Calf_0026
3	13	2	1	2	2	Titan_Temple_Calf_0027
