Body	Temple/Temple_Body	-2147483648	2147483647	0	0
Foot	Temple/Temple_Leg	0	4	0	0
Calf	Temple/Temple_Leg	5	14	0	0
Thigh	Temple/Temple_Leg	15	24	0	0
Yaga_Baba	Yaga/Yaga_Baba_Body	-2147483648	2147483647	1	0
Talus_Arm_Segment	Talus/Talus_Arm_Segment	-2147483648	2147483647	0	0
Talus_Arm_Segment_Basalt	Talus/Talus_Arm_Segment_Basalt	-2147483648	2147483647	0	0
Talus_Arm_Segment_Magma	Talus/Talus_Arm_Segment_Magma	-2147483648	2147483647	0	0
Talus_Arm_Segment_Sandstone	Talus/Talus_Arm_Segment_Sandstone	-2147483648	2147483647	0	0
Talus_Arm_Segment_Slate	Talus/Talus_Arm_Segment_Slate	-2147483648	2147483647	0	0
Talus_Body	Talus/Talus_Body	-2147483648	2147483647	0	0
Talus_Body_Basalt	Talus/Talus_Body_Basalt	-2147483648	2147483647	0	0
Talus_Body_Magma	Talus/Talus_Body_Magma	-2147483648	2147483647	0	0
Talus_Body_Sandstone	Talus/Talus_Body_Sandstone	-2147483648	2147483647	0	0
Talus_Body_Slate	Talus/Talus_Body_Slate	-2147483648	2147483647	0	0
Talus_Foot	Talus/Talus_Foot	-2147483648	2147483647	0	0
Talus_Foot_Mirrored	Talus/Talus_Foot	-2147483648	2147483647	0	1
Talus_Foot_Basalt	Talus/Talus_Foot_Basalt	-2147483648	2147483647	0	0
Talus_Foot_Basalt_Mirrored	Talus/Talus_Foot_Basalt	-2147483648	2147483647	0	1
Talus_Foot_Magma	Talus/Talus_Foot_Magma	-2147483648	2147483647	0	0
Talus_Foot_Magma_Mirrored	Talus/Talus_Foot_Magma	-2147483648	2147483647	0	1
Talus_Foot_Sandstone	Talus/Talus_Foot_Sandstone	-2147483648	2147483647	0	0
Talus_Foot_Sandstone_Mirrored	Talus/Talus_Foot_Sandstone	-2147483648	2147483647	0	1
Talus_Foot_Slate	Talus/Talus_Foot_Slate	-2147483648	2147483647	0	0
Talus_Foot_Slate_Mirrored	Talus/Talus_Foot_Slate	-2147483648	2147483647	0	1
Talus_Hand	Talus/Talus_Hand	-2147483648	2147483647	0	0
Talus_Hand_Mirrored	Talus/Talus_Hand	-2147483648	2147483647	0	1
Talus_Hand_Basalt	Talus/Talus_Hand_Basalt	-2147483648	2147483647	0	0
Talus_Hand_Basalt_Mirrored	Talus/Talus_Hand_Basalt	-2147483648	2147483647	0	1
Talus_Hand_Magma	Talus/Talus_Hand_Magma	-2147483648	2147483647	0	0
Talus_Hand_Magma_Mirrored	Talus/Talus_Hand_Magma	-2147483648	2147483647	0	1
Talus_Hand_Sandstone	Talus/Talus_Hand_Sandstone	-2147483648	2147483647	0	0
Talus_Hand_Sandstone_Mirrored	Talus/Talus_Hand_Sandstone	-2147483648	2147483647	0	1
Talus_Hand_Slate	Talus/Talus_Hand_Slate	-2147483648	2147483647	0	0
Talus_Hand_Slate_Mirrored	Talus/Talus_Hand_Slate	-2147483648	2147483647	0	1
Talus_Leg_Segment	Talus/Talus_Leg_Segment	-2147483648	2147483647	0	0
Talus_Leg_Segment_Basalt	Talus/Talus_Leg_Segment_Basalt	-2147483648	2147483647	0	0
Talus_Leg_Segment_Magma	Talus/Talus_Leg_Segment_Magma	-2147483648	2147483647	0	0
Talus_Leg_Segment_Sandstone	Talus/Talus_Leg_Segment_Sandstone	-2147483648	2147483647	0	0
Talus_Leg_Segment_Slate	Talus/Talus_Leg_Segment_Slate	-2147483648	2147483647	0	0
