e917d6d4605a78c56ac5d2dd878b5d23158768daa817d1b8e41c3d71778820e9
0	0	-3	2	2	4	Titan_Temple_Talus_Body_Sandstone_0000
-1	0	-2	1	2	4	Titan_Temple_Talus_Body_Sandstone_0001
2	0	-2	1	2	4	Titan_Temple_Talus_Body_Sandstone_0002
0	0	1	2	2	3	Titan_Temple_Talus_Body_Sandstone_0003
-1	0	2	1	2	1	Titan_Temple_Talus_Body_Sandstone_0004
2	0	2	1	2	1	Titan_Temple_Talus_Body_Sandstone_0005
0	1	-4	2	1	1	Titan_Temple_Talus_Body_Sandstone_0006
0	1	4	2	1	1	Titan_Temple_Talus_Body_Sandstone_0007
0	2	-3	2	1	2	Titan_Temple_Talus_Body_Sandstone_0008
-1	2	-2	1	1	4	Titan_Temple_Talus_Body_Sandstone_0009
2	2	-2	1	1	4	Titan_Temple_Talus_Body_Sandstone_0010
0	2	-1	2	1	3	Titan_Temple_Talus_Body_Sandstone_0011
-1	2	2	2	1	2	Titan_Temple_Talus_Body_Sandstone_0012
2	2	2	1	1	2	Titan_Temple_Talus_Body_Sandstone_0013
1	2	3	1	1	2	Titan_Temple_Talus_Body_Sandstone_0014
0	3	-1	2	1	3	Titan_Temple_Talus_Body_Sandstone_0015
