00275798f8a22081a08a8eeca468e941206cd929aebfc420ea340e6629586244
-2	0	-3	4	4	4	Titan_Temple_Foot_0000
2	0	-3	2	4	4	Titan_Temple_Foot_0001
-3	0	-2	1	4	4	Titan_Temple_Foot_0002
4	0	-2	1	4	4	Titan_Temple_Foot_0003
-2	0	1	4	4	4	Titan_Temple_Foot_0004
2	0	1	2	4	4	Titan_Temple_Foot_0005
-3	0	2	1	4	2	Titan_Temple_Foot_0006
4	0	2	1	4	2	Titan_Temple_Foot_0007
-2	4	-3	4	1	4	Titan_Temple_Foot_0008
2	4	-3	2	1	4	Titan_Temple_Foot_0009
-3	4	-2	1	1	4	Titan_Temple_Foot_0010
4	4	-2	1	1	4	Titan_Temple_Foot_0011
-2	4	1	4	1	4	Titan_Temple_Foot_0012
2	4	1	2	1	4	Titan_Temple_Foot_0013
-3	4	2	1	1	2	Titan_Temple_Foot_0014
4	4	2	1	1	2	Titan_Temple_Foot_0015
