499dad40b601041349bf8e3ff7380942d1e56077ab6926da09b1b4635dfb1b24
0	0	-3	2	2	4	Titan_Temple_Talus_Body_Magma_0000
-1	0	-2	1	2	4	Titan_Temple_Talus_Body_Magma_0001
2	0	-2	1	2	4	Titan_Temple_Talus_Body_Magma_0002
0	0	1	2	2	3	Titan_Temple_Talus_Body_Magma_0003
-1	0	2	1	2	1	Titan_Temple_Talus_Body_Magma_0004
2	0	2	1	2	1	Titan_Temple_Talus_Body_Magma_0005
0	1	-4	2	1	1	Titan_Temple_Talus_Body_Magma_0006
0	1	4	2	1	1	Titan_Temple_Talus_Body_Magma_0007
0	2	-3	2	1	2	Titan_Temple_Talus_Body_Magma_0008
-1	2	-2	1	1	4	Titan_Temple_Talus_Body_Magma_0009
2	2	-2	1	1	4	Titan_Temple_Talus_Body_Magma_0010
0	2	-1	2	1	3	Titan_Temple_Talus_Body_Magma_0011
-1	2	2	2	1	2	Titan_Temple_Talus_Body_Magma_0012
2	2	2	1	1	2	Titan_Temple_Talus_Body_Magma_0013
1	2	3	1	1	2	Titan_Temple_Talus_Body_Magma_0014
0	3	-1	2	1	3	Titan_Temple_Talus_Body_Magma_0015
