560fac1f1ce70a753fac323434fb576ff217782f42350c3240fe3851b0358999
0	0	-3	2	2	4	Titan_Temple_Talus_Body_Slate_0000
-1	0	-2	1	2	4	Titan_Temple_Talus_Body_Slate_0001
2	0	-2	1	2	4	Titan_Temple_Talus_Body_Slate_0002
0	0	1	2	2	3	Titan_Temple_Talus_Body_Slate_0003
-1	0	2	1	2	1	Titan_Temple_Talus_Body_Slate_0004
2	0	2	1	2	1	Titan_Temple_Talus_Body_Slate_0005
0	1	-4	2	1	1	Titan_Temple_Talus_Body_Slate_0006
0	1	4	2	1	1	Titan_Temple_Talus_Body_Slate_0007
0	2	-3	2	1	2	Titan_Temple_Talus_Body_Slate_0008
-1	2	-2	1	1	4	Titan_Temple_Talus_Body_Slate_0009
2	2	-2	1	1	4	Titan_Temple_Talus_Body_Slate_0010
0	2	-1	2	1	3	Titan_Temple_Talus_Body_Slate_0011
-1	2	2	2	1	2	Titan_Temple_Talus_Body_Slate_0012
2	2	2	1	1	2	Titan_Temple_Talus_Body_Slate_0013
1	2	3	1	1	2	Titan_Temple_Talus_Body_Slate_0014
0	3	-1	2	1	3	Titan_Temple_Talus_Body_Slate_0015
