c2fb3b51640de222a68093c74594dc2c84532219500d348713f314fde2128b5c
-1	15	-2	4	4	4	Titan_Temple_Thigh_0000
-2	15	-1	1	4	4	Titan_Temple_Thigh_0001
3	15	-1	1	4	4	Titan_Temple_Thigh_0002
-1	15	2	4	4	2	Titan_Temple_Thigh_0003
0	19	-2	2	1	4	Titan_Temple_Thigh_0004
-1	19	-1	1	3	4	Titan_Temple_Thigh_0005
2	19	-1	1	3	4	Titan_Temple_Thigh_0006
-2	19	0	1	1	2	Titan_Temple_Thigh_0007
3	19	0	1	1	2	Titan_Temple_Thigh_0008
0	19	2	2	1	2	Titan_Temple_Thigh_0009
0	20	-1	2	3	4	Titan_Temple_Thigh_0010
-1	22	0	1	1	2	Titan_Temple_Thigh_0011
2	22	0	1	1	2	Titan_Temple_Thigh_0012
0	23	0	2	2	2	Titan_Temple_Thigh_0013
